equipment_id,equipment_eq_id,equipment_name,department,wo_id,date_notified,urgency,problem,status,material_cost,labor_time,work_performed_by,owner,assigned_to,downtime_hours,completed_datetime,comments,attachments
1437,EQ ID 1437,"High Speed Door, TPF/Shipping (south)",Maintenance,3043,10/25/2022,2. General Maint - High Priority,We had another power outage last night it tripped the breaker  H2 38-40-42 for this door again door does not operate .,Closed and Completed,300,1,Mike Diaz,,,0,10/25/2022 12:00 AM,Miguel Diaz - 10/25/22  7:24:30 AM: Reason for door not operating is because the encoder battery is low and does not keep the set limits in its memory when the power outage happens .Replaced encoder battery and programmed  new limits .,[]
1437,EQ ID 1437,"High Speed Door, TPF/Shipping (south)",Maintenance,3884,01/10/2023,2. General Maint - High Priority,Door does not open or close,Closed and Completed,50,1,Mike,,,0,01/10/2023 12:00 AM,Miguel Diaz - 01/10/23 12:12:16 PM: Found error 856 communication error checked battery voltage its at 3.1 it should be at 3.6 replaced battery door is working properly again .,[]
1437,EQ ID 1437,"High Speed Door, TPF/Shipping (south)",Maintenance,10233,02/06/2024,6. General Maint,Door is not closing,Closed and Completed,0,0.3,Mike Primo,,,0,02/06/2024 12:00 AM,Miguel Diaz - 02/06/24 10:50:06 AM: Found resistor broken repaired resistor door is now working properly . | Miguel Diaz - 02/06/24 10:49:21 AM: Displays says open at mobil,[]
1438,EQ ID 1438,"High Speed Door, Shipping/Assembly dep.",Maintenance,7577,10/06/2023,6. General Maint,Door does not open,Closed and Completed,90,1,PU MB,,,0,10/06/2023 12:00 AM,"Miguel Diaz - 10/10/23 12:32:39 PM: Error Code: F856. Replace battery and door is now working.
Need to order more Battery ASAP. 
Re open work order on correct equipment ID.",[]
1438,EQ ID 1438,"High Speed Door, Shipping/Assembly dep.",Maintenance,11069,04/10/2024,6. General Maint,Lead reported door not closing properly,Closed and Completed,0,0.3,Mike d,,,0,04/10/2024 12:00 AM,Miguel Diaz - 04/10/24 11:17:15 AM: Found door with alarm open at mobile .Drained resistor and reset board .Door is working properly again .,[]
1438,EQ ID 1438,"High Speed Door, Shipping/Assembly dep.",Maintenance,12961,09/04/2024,2. General Maint - High Priority,Door does not close all the way,Closed and Completed,0,1,Mike d,,,0,09/04/2024 12:00 AM,Miguel Diaz - 09/04/24  9:29:54 AM: Door lost its stop and open limits yesterday when the power outage happened .Removed encoder and reset both limits door is working properly .,[]
1439,EQ ID 1439,"High Speed Door, TPF/Assembly dep. (east)",Maintenance,1859,07/06/2022,4. Prod Continuing but Affected Equipment stopped,Fault code 856,Closed and Completed,50,1,Barton Lea,,,0,07/06/2022 08:30 AM,Barton Lea - 07/06/22  9:18:49 AM: Replaced battery,[]
1439,EQ ID 1439,"High Speed Door, TPF/Assembly dep. (east)",Maintenance,4448,02/16/2023,6. General Maint,Employee handed me the pull string that fell off when he pulled it down .,Closed and Completed,0,0.4,Mike Diaz,,,0,02/16/2023 12:00 AM,"Miguel Diaz - 02/16/23  1:02:44 PM: Re attach pull string
Used scissor lift",[]
1439,EQ ID 1439,"High Speed Door, TPF/Assembly dep. (east)",Maintenance,10044,01/19/2024,"5. Prod Ongoing, Maint Required",Door is not working properly and displaying 831 open at Mobil,Closed and Completed,0,0.4,Mike d,,,0,01/19/2024 12:00 AM,Miguel Diaz - 01/19/24 11:44:54 AM: Discharged resistor by disconnecting it  Door is working properly now .,[]
1439,EQ ID 1439,"High Speed Door, TPF/Assembly dep. (east)",Maintenance,12108,06/13/2024,6. General Maint,Door is not opening or closing,Closed and Completed,0,0.5,Mike d,,,0,06/13/2024 12:00 AM,"Miguel Diaz - 06/13/24 11:34:08 AM: Found error  code 861 which said internal fault .
Checked mobile unit and disconnected it and connect back in. Unit is now working properly could be loose connection .",[]
1439,EQ ID 1439,"High Speed Door, TPF/Assembly dep. (east)",Maintenance,14047,12/11/2024,6. General Maint,Door is not working properly and is displaying 831 open at mobile .,Closed and Completed,0,0.4,Mike d,,,0,12/11/2024 12:00 AM,Miguel Diaz - 12/11/24  6:55:58 AM: When this error pops up the resistor needs to be drained  .Error is gone and reset .,[]
1439,EQ ID 1439,"High Speed Door, TPF/Assembly dep. (east)",Maintenance,15827,05/19/2025,2. General Maint - High Priority,Door is not opening,Closed and Completed,0,0.3,Mike d,,,0,05/19/2025 12:00 AM,Miguel Diaz - 05/19/25  9:33:12 AM: Controller is showing open at mobile .Drained resistor in the air valve .,[]
1440,EQ ID 1440,"High Speed Door, TPF/Yard (west wall)",Maintenance,3805,01/04/2023,2. General Maint - High Priority,Found door not closing properly from the inside pull string,Closed and Completed,20,0.4,Mike Diaz,,,0,01/04/2023 12:00 AM,Miguel Diaz - 01/04/23  6:39:29 AM: Replaced activation switch for the inside pull string,[]
1440,EQ ID 1440,"High Speed Door, TPF/Yard (west wall)",Maintenance,3892,01/11/2023,2. General Maint - High Priority,Door does not open or close,Closed and Completed,20,0.5,Mike d,,,0,01/11/2023 12:00 AM,Miguel Diaz - 01/11/23  6:34:23 AM: Found outside pull string box with faulty switch replaced switch door is working properly now .,[]
1440,EQ ID 1440,"High Speed Door, TPF/Yard (west wall)",Maintenance,3963,01/13/2023,2. General Maint - High Priority,Neither pull string is opening the roll up door .,Closed and Completed,0,0.6,Mike D iaz,,,0,01/13/2023 12:00 AM,Miguel Diaz - 01/13/23  7:33:04 AM: Troubleshoot found outside pull string stuck in the up position keeping the switch closed meaning we have an open signal not letting the roll up door close or open .Removed cover with string lubed internal parts since its exposed to the outside water making  it rust .Also replaced the lock washer and nut with a nylon nut by doing this i can leave the bolt loose making it easier for it to go up and down .,[]
1440,EQ ID 1440,"High Speed Door, TPF/Yard (west wall)",Maintenance,7132,09/07/2023,2. General Maint - High Priority,Door does not open or close,Closed and Completed,60,0.6,Max Mike,,,0,09/07/2023 12:00 AM,"Miguel Diaz - 09/07/23  7:36:42 AM: Error on controller is displaying F856 FSX Wireless communication error .
Troubleshoot found Battery on mobile unit at 3.58 volts when it should be at 3.6 volts anything below will cause an error .
Door is working properly again after replacing battery .",[]
1440,EQ ID 1440,"High Speed Door, TPF/Yard (west wall)",Maintenance,10951,04/05/2024,2. General Maint - High Priority,Door is not working .,Closed and Completed,0,0.4,Mike d,,,0,04/05/2024 12:00 AM,Miguel Diaz - 04/05/24  8:01:34 AM: Found door with error code open at mobile .Checked resistor and drained it .Door is now working properly,[]
1440,EQ ID 1440,"High Speed Door, TPF/Yard (west wall)",Maintenance,12607,08/01/2024,2. General Maint - High Priority,Lead advised the roll up door is not opening and someone is stuck outside,Closed and Completed,0,0.7,Max Mike,,,0,08/01/2024 12:00 AM,"Miguel Diaz - 08/01/24  1:53:52 PM: Found roll up door was struck hard popping it off the track from both sides.
Managed to pop back in both sides and run the door .3 wires severed those have been patched up also no one has reported it .",[]
1441,EQ ID 1441,Semaphore unit #1,Maintenance,3659,12/14/2022,2. General Maint - High Priority,Management advised semaphore arm is stuck in half way position and will not move .,Closed and Completed,869.05,3,Mike Max,,,0,12/20/2022 12:00 AM,"Miguel Diaz - 12/20/22 12:36:34 PM: After troubleshooting we found a bad board purchased replacement board from Engineered parking systems @1661 294-0778 part # 9700-1000 Control board for 301 parking gate operator. Replaced board ,gate arm is working properly again . | Miguel Diaz - 12/15/22  7:54:21 AM: Found motor over load tripped this morning .After reset the arm is having issues going up and stops .Removed belt and run in the up direction motor stops which means motor needs to be replaced ..Trying to find replacement also waiting for call back from the company that builds this they are located in Valencia CA .",[]
1444,EQ ID 1444,Semaphore unit #4,Maintenance,7955,11/08/2023,2. General Maint - High Priority,Semaphore arm  was broken by a person who don't work here and needs to be replaced asap.,Closed and Completed,40,1.5,Max Mike,,,0,11/08/2023 12:00 AM,"Miguel Diaz - 11/08/23 12:33:36 PM: We had a spare semaphore arm from the last incident Max painted and we replaced it .
Semaphore arm is back in service",[]
754,EQ ID 754,Gardner Denver 54hp Compressor,Maintenance,2285,08/30/2022,4. Prod Continuing but Affected Equipment stopped,Found BACK UP air compressor off,Closed and Completed,1671,6,Mike Diaz Ingersoll tech Primo Uy,,,0,09/01/2022 12:00 AM,"Miguel Diaz - 09/06/22  7:21:11 AM: Closing work order cost from Ingersoll is in .
Open attachment to view tech notes of needed. | Miguel Diaz - 09/01/22 11:23:10 AM: Power supply came in after replacing it  and the fuses back up is working properly again .Work order will stay open till final cost from Ingersoll rand is in . | Miguel Diaz - 08/31/22  1:33:52 PM: Tech showed up this morning to troubleshoot with Gardner Denver instructions and found the power supply part # ML100.200 PULS was shorting out and  popping the two fuses part # LL-CC-1/2 .They will follow up with a quote for parts and labor .We ordered the power supply ourselves ETA Friday 9-2-22 by 10:30 am .I will replace the power supply and fuses when it arrives and will power on the unit . We will still have Ingersoll rand on stand by if needed . | Miguel Diaz - 08/30/22  1:50:27 PM: Received a call back Tech will be here tomorrow morning between 8:30 and 9:30 am to troubleshoot the unit . | Miguel Diaz - 08/30/22  1:28:06 PM: Checked fuses and found 2 popped part # LP-CC-1/2 drove to fuses unlimited in Canoga and purchased 4 replacements .Replaced both fuses turned breaker back on fuses popped again .Contacting Ingersoll rand for service request called twice waiting for call back .","[{'name': 'Air compressor 54 hp troubleshoot cost 8-31-22.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/105?guid=ce986c72-788a-4ac0-a4a6-228733f64938'}]"
1197,EQ ID 1197,Genie Boom Truck,Maintenance,7469,10/04/2023,6. General Maint,When using the lift battery level goes from being full to needing to charge in less than an hour,Closed and Completed,320,1.5,Mike Max,,,0,10/04/2023 12:00 AM,"Miguel Diaz - 10/11/23  7:54:58 AM: Door has been repaired western Tech came out yesterday and found that the problem was the Blade he moved the wiring to another blade and re-programmed it .Door is now working properly work order will stay open till final cost is in . | Miguel Diaz - 10/04/23 10:29:47 AM: Checked batteries for corrosion all connections are good made sure to get a good charge after a good charge unit keeps doing the same thing .
I did notice  the  lights on the charger light up battery levels and also under battery fault see attachment to view picture .That means we have an issue .Checked battery voltage individually found 3 batteries  at 6.1volts and 1 battery  at 5.4 volts  Max is purchasing the battery now at battery power .We will install it and and test .Battery comes with 2 year warranty.","[{'name': 'genie.jpg', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/427?guid=1a0c9a95-fac6-426c-b97b-4d76bb817775'}]"
1197,EQ ID 1197,Genie Boom Truck,Maintenance,10837,03/26/2024,2. General Maint - High Priority,Losing Power.,Closed and Completed,3004.81,4,Equipment depot,,,0,03/27/2024 12:00 AM,"Miguel Diaz - 04/22/24  9:34:01 AM: Cost is in . | Miguel Diaz - 04/09/24  1:02:08 PM: Work order will stay open till final cost is in . | Maksim Bushka - 04/09/24 12:57:48 PM: Replaced the main electric motor | Miguel Diaz - 04/03/24 11:59:16 AM: Tech returned today with Hydraulic motor and filter .Both have been replaced. Unit is running properly .Open attachment to view tech notes if needed .Work order will stay open till final cost is in . | Primo Uy - 03/27/24  2:18:54 PM: Technician come and assist the issues; initial finding needs a new motor pump. Technician will order the parts and give us the ETA. | Primo Uy - 03/27/24 10:17:47 AM: Contact 866 7204228 Genie Boom Truck Hot line for Service, operator (Angela) will dispatch a Tech ASAP.","[{'name': 'Boom repair recipt 4-3-24.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/558?guid=6869466d-0d6f-49dd-8b61-f4e092bd5dc4'}, {'name': 'Boom cost 4-3-24.pdf', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/564?guid=6869466d-0d6f-49dd-8b61-f4e092bd5dc4'}]"
1197,EQ ID 1197,Genie Boom Truck,Maintenance,14945,03/05/2025,2. General Maint - High Priority,Boom truck is not holding charge after using it to bring it inside it went from 100 % to 25 % is less than 5 minutes of use,Closed and Completed,0,0,Maintenance,,,0,08/05/2025 12:00 AM,Primo Uy - 08/05/25  2:36:56 PM: Use as is until the battery dies. | Miguel Diaz - 03/05/25  8:35:05 AM: Troubleshoot with Raymond tech he advised the  left side if facing  the boom from the rear  .Batteries need to be replaced they are not holding charge .,[]
,,,Maintenance,20390,08/17/2026,6. General Maint,Hello team. Please take a look at the drib lines in front of the parking structure roll up gate (the one that remains closed). It looks like the lines popped off again. We have the new landscaper starting in two weeks so just connect it back and they will assess further. Please see attached image for location. Thank you!,Pending,0,0,,,,0,,,"[{'name': 'Image - 2026-08-17T094701.129.jpg', 'url': 'https://circaweb.bobrick.com/PME/Forms/DownloadAttachment/1045?guid=da3ac2d9-c5b1-4d4b-a791-2bbfab9fb615'}]"
